participant,gender,age,answer,trialIndex,type,difficulty,numOfColour1,numOfColour2,numOfTilesRevealed,finalAns,finalColour,trueAns,trueColour,correct,reward,totalPoints,trialStart,finalAnswerTime,trialEnd,flipNumber,colourRevealed,majorityColour,majorityAmount,majPCorrect,timestamp,timeSinceLastFlip,tileClicked_1,tileClicked_2,Cjsample,CjsampleTime,cjLoc,cjDidRespond,responseMatch,CjMatch,currentGrid_1,currentGrid_2,currentGrid_3,currentGrid_4,currentGrid_5,currentGrid_6,currentGrid_7,currentGrid_8,currentGrid_9,currentGrid_10,currentGrid_11,currentGrid_12,currentGrid_13,currentGrid_14,currentGrid_15,currentGrid_16,currentGrid_17,currentGrid_18,currentGrid_19,currentGrid_20,currentGrid_21,currentGrid_22,currentGrid_23,currentGrid_24,currentGrid_25,noisy,Pz_amplitude,reconstruct_pcorrect_eeg_final,STV_regress_eeg_final,PCorrectChange,previousPCorrect
21,m,25,0,1,decreasing,11,14,11,23,1,orange,1,orange,1,20,20,1467385.3133922,1467505.8911769,1467505.8927791,1,red,red,1,0.580590128898621,1467388.1233472,2.80995499994606,3,5,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7.991577,0.7668714,0.001313404,0.0805901288986206,0.5
21,m,25,0,1,decreasing,11,14,11,23,1,orange,1,orange,1,20,20,1467385.3133922,1467505.8911769,1467505.8927791,2,orange,neither,0,0.5,1467390.8590858,2.73573859990574,5,4,59,1467399.2940164,2,1,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,-0.4771995,0.6909131,0.0001265532,-0.0805901288986206,0.580590128898621
21,m,25,0,1,decreasing,11,14,11,23,1,orange,1,orange,1,20,20,1467385.3133922,1467505.8911769,1467505.8927791,4,orange,neither,0,0.5,1467403.7065927,2.18333590007387,2,2,,,,,,,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,4.720953,0.6699956,-0.0002002815,0,0.5
21,m,25,0,1,decreasing,11,14,11,23,1,orange,1,orange,1,20,20,1467385.3133922,1467505.8911769,1467505.8927791,5,red,red,1,0.588098526000977,1467405.7705309,2.06393820000812,4,2,,,,,,,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,-1.434913,0.593326,-0.001398245,0.0880985260009766,0.5
21,m,25,0,1,decreasing,11,14,11,23,1,orange,1,orange,1,20,20,1467385.3133922,1467505.8911769,1467505.8927791,6,orange,neither,0,0.5,1467407.8185417,2.04801080003381,2,4,,,,,,,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,-1.803365,0.6881518,8.340794e-05,-0.0880985260009766,0.588098526000977
21,m,25,0,1,decreasing,11,14,11,23,1,orange,1,orange,1,20,20,1467385.3133922,1467505.8911769,1467505.8927791,7,red,red,1,0.592735290527344,1467409.8744549,2.05591319990344,4,1,64,1467417.1581022,2,1,,1,0,0,2,2,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,-9.328074,0.6699286,-0.0002013291,0.0927352905273438,0.5
21,m,25,0,1,decreasing,11,14,11,23,1,orange,1,orange,1,20,20,1467385.3133922,1467505.8911769,1467505.8927791,8,red,red,2,0.685470581054688,1467420.3225914,10.4481365000829,4,4,,,,,,,0,0,2,2,0,0,1,0,2,0,0,0,0,0,0,0,1,0,2,1,0,0,2,0,0,0,5.315548,0.6477885,-0.0005472685,0.0927352905273438,0.592735290527344
21,m,25,0,1,decreasing,11,14,11,23,1,orange,1,orange,1,20,20,1467385.3133922,1467505.8911769,1467505.8927791,9,red,red,3,0.772750854492188,1467422.4505983,2.1280068999622,3,3,,,,,,,0,0,2,2,0,0,1,0,2,0,0,0,2,0,0,0,1,0,2,1,0,0,2,0,0,0,29.59678,0.8697369,0.002920676,0.0872802734375,0.685470581054688
21,m,25,0,1,decreasing,11,14,11,23,1,orange,1,orange,1,20,20,1467385.3133922,1467505.8911769,1467505.8927791,10,orange,red,2,0.696380615234375,1467425.1225729,2.67197460005991,3,4,,,,,,,0,0,2,2,0,0,1,0,2,0,0,0,2,0,0,0,1,1,2,1,0,0,2,0,0,0,5.304779,0.7428138,0.0009375036,-0.0763702392578125,0.772750854492188
21,m,25,0,1,decreasing,11,14,11,23,1,orange,1,orange,1,20,20,1467385.3133922,1467505.8911769,1467505.8927791,11,orange,red,1,0.604736328125,1467427.2105943,2.08802139991894,5,1,,,,,,,0,0,2,2,1,0,1,0,2,0,0,0,2,0,0,0,1,1,2,1,0,0,2,0,0,0,12.70377,0.732613,0.0007781159,-0.091644287109375,0.696380615234375
